date;season;prev_temp;prev_hum;temp;humidity;coverage;range;wind_dir;wind_str;prec
010100;4.0;0.856;87.92;0.84;86.76;6;6.28;20;5;1.5319999999999998
010106;4.0;1.4355555555555555;87.6;1.5044444444444445;88.4;6;6.6;20;5;1.4755555555555557
010107;4.0;0.7999999999999999;89.22222222222223;0.24074074074074067;88.18518518518519;6;6.703703703703703;16;4;1.4962962962962962
010112;4.0;1.5044444444444445;88.4;1.8688888888888888;87.22222222222223;7;6.333333333333333;19;5;1.4755555555555557
010114;4.0;0.24074074074074067;88.18518518518519;0.8555555555555556;87.4074074074074;7;6.37037037037037;18;5;1.4962962962962962
010118;4.0;1.8688888888888888;87.22222222222223;1.5955555555555554;87.15555555555555;6;6.8;19;5;1.4755555555555557
010121;4.0;0.8555555555555556;87.4074074074074;0.862962962962963;89.14814814814815;7;6.62962962962963;18;4;1.4962962962962962
010200;4.0;0.6639999999999999;85.84;0.528;87.44;7;6.6;20;4;2.58
010206;4.0;1.52;88.04444444444445;1.2444444444444445;87.02222222222223;6;6.844444444444444;21;4;1.651111111111111
010207;4.0;0.862962962962963;89.14814814814815;0.6185185185185185;89.66666666666667;7;6.851851851851852;18;5;0.8740740740740741
010212;4.0;1.2444444444444445;87.02222222222223;1.7644444444444445;84.44444444444444;6;6.888888888888889;20;5;1.651111111111111
010214;4.0;0.6185185185185185;89.66666666666667;0.9370370370370371;89.11111111111111;7;6.62962962962963;17;5;0.8740740740740741
010218;4.0;1.7644444444444445;84.44444444444444;1.3711111111111112;85.4888888888889;6;6.7555555555555555;18;5;1.651111111111111
010221;4.0;0.9370370370370371;89.11111111111111;1.3518518518518519;87.77777777777777;6;6.555555555555555;18;5;0.8740740740740741
010300;4.0;0.9680000000000001;88.36;0.768;86.24;6;6.48;22;4;1.804
010306;4.0;1.26;84.31111111111112;1.1155555555555556;85.11111111111111;5;6.911111111111111;20;5;2.048888888888889
010307;4.0;1.3518518518518519;87.77777777777777;1.1518518518518517;88.07407407407408;6;6.407407407407407;15;5;1.8888888888888888
010312;4.0;1.1155555555555556;85.11111111111111;1.6155555555555556;84.77777777777777;6;6.888888888888889;20;5;2.048888888888889
010314;4.0;1.1518518518518517;88.07407407407408;1.5296296296296295;86.03703703703704;6;6.444444444444445;18;5;1.8888888888888888
010318;4.0;1.6155555555555556;84.77777777777777;1.26;86.46666666666667;7;6.844444444444444;22;5;2.048888888888889
010321;4.0;1.5296296296296295;86.03703703703704;1.114814814814815;88.62962962962963;5;6.666666666666667;15;5;1.8888888888888888
010400;4.0;0.6720000000000002;86.12;0.6679999999999999;84.96;6;6.76;-18;5;2.572
010406;4.0;1.2577777777777779;85.82222222222222;0.9222222222222223;85.86666666666666;6;7.0;19;5;2.148888888888889
010407;4.0;1.114814814814815;88.62962962962963;0.5037037037037037;88.62962962962963;7;6.481481481481482;18;5;1.225925925925926
010412;4.0;0.9222222222222223;85.86666666666666;1.3466666666666667;83.22222222222223;6;7.022222222222222;21;5;2.148888888888889
010414;4.0;0.5037037037037037;88.62962962962963;1.0037037037037038;86.37037037037037;6;6.777777777777778;17;5;1.225925925925926
010418;4.0;1.3466666666666667;83.22222222222223;0.6133333333333333;83.84444444444445;6;6.911111111111111;19;5;2.148888888888889
010421;4.0;1.0037037037037038;86.37037037037037;0.6444444444444444;87.22222222222223;5;6.7407407407407405;17;4;1.225925925925926
010500;4.0;-0.292;85.48;-0.8360000000000001;86.36;6;6.04;20;5;1.396
010506;4.0;0.311111111111111;84.33333333333333;0.1533333333333333;86.77777777777777;6;6.4222222222222225;19;5;1.1644444444444444
010507;4.0;0.6444444444444444;87.22222222222223;0.8370370370370371;87.74074074074075;6;6.7407407407407405;19;4;2.7518518518518515
010512;4.0;0.1533333333333333;86.77777777777777;0.7155555555555555;87.33333333333333;7;6.488888888888889;-5;4;1.1644444444444444
010514;4.0;0.8370370370370371;87.74074074074075;1.4222222222222223;86.4074074074074;6;6.592592592592593;20;4;2.7518518518518515
010518;4.0;0.7155555555555555;87.33333333333333;0.39111111111111113;86.84444444444445;6;6.6;18;5;1.1644444444444444
010521;4.0;1.4222222222222223;86.4074074074074;1.2666666666666666;88.48148148148148;7;6.481481481481482;19;4;2.7518518518518515
010600;4.0;0.17200000000000007;88.64;-0.16;87.36;6;6.04;19;5;0.8640000000000001
010606;4.0;0.20666666666666664;86.13333333333334;0.23111111111111113;86.84444444444445;7;6.266666666666667;20;4;1.1177777777777778
010607;4.0;1.2666666666666666;88.48148148148148;0.9666666666666667;92.5925925925926;7;6.296296296296297;17;4;1.274074074074074
010612;4.0;0.23111111111111113;86.84444444444445;0.7644444444444444;85.53333333333333;7;6.333333333333333;18;4;1.1177777777777778
010614;4.0;0.9666666666666667;92.5925925925926;1.5666666666666669;86.66666666666667;6;6.888888888888889;18;4;1.274074074074074
010618;4.0;0.7644444444444444;85.53333333333333;0.4822222222222222;87.06666666666666;7;6.688888888888889;17;4;1.1177777777777778
010621;4.0;1.5666666666666669;86.66666666666667;1.488888888888889;87.66666666666667;6;6.703703703703703;17;4;1.274074074074074
010700;4.0;-0.2799999999999999;86.6;-0.8360000000000001;88.72;6;6.2;18;4;0.8240000000000001
010706;4.0;0.17333333333333328;88.24444444444444;0.019999999999999976;87.26666666666667;6;6.822222222222222;17;5;1.5333333333333334
010707;4.0;1.488888888888889;87.66666666666667;0.8370370370370371;91.11111111111111;6;6.592592592592593;19;4;1.348148148148148
010712;4.0;0.019999999999999976;87.26666666666667;0.6444444444444445;87.08888888888889;7;6.377777777777778;19;4;1.5333333333333334
010714;4.0;0.8370370370370371;91.11111111111111;1.7185185185185186;89.07407407407408;7;6.518518518518518;17;4;1.348148148148148
010718;4.0;0.6444444444444445;87.08888888888889;0.6644444444444445;88.55555555555556;7;6.4;18;5;1.5333333333333334
